Field,Trt,Date,Mean,Temp (°C),Rainfall (mm),Soil Moisture (%)
F5,T2,2021-09-18,0.8,19.2,180.1,23.5
F5,T2,2021-09-19,0.69,16.9,182.4,21.4
F5,T2,2021-09-20,0.71,32.2,50.3,24.2
F5,T2,2021-09-21,0.56,23.1,85.7,48.7
F5,T2,2021-09-22,0.62,29.0,199.8,54.6
F5,T2,2021-09-23,0.82,33.8,198.2,42.8
F5,T2,2021-09-24,0.64,33.3,168.8,23.4
F5,T2,2021-09-25,0.97,22.3,64.4,33.7
F5,T2,2021-09-26,0.66,25.3,116.0,37.0
F5,T2,2021-09-27,0.71,29.7,0.6,57.9
F5,T2,2021-09-28,0.86,29.1,84.4,58.6
F5,T2,2021-09-29,0.5,16.5,160.8,49.5
F5,T2,2021-09-30,0.64,26.9,106.4,41.1
F5,T2,2021-10-01,0.8,34.9,197.5,59.3
F5,T2,2021-10-02,0.77,21.4,112.0,44.9
F5,T2,2021-10-03,0.66,27.7,124.4,56.1
F5,T2,2021-10-04,0.62,29.0,90.2,25.2
F5,T2,2021-10-05,0.66,16.1,63.9,22.8
F5,T2,2021-10-06,0.96,17.0,163.5,56.2
F5,T2,2021-10-07,0.73,16.1,119.2,29.4
F5,T2,2021-10-08,0.59,26.3,71.3,49.2
F5,T2,2021-10-09,0.8,31.6,11.7,29.4
F5,T2,2021-10-10,0.78,32.6,162.7,47.2
F5,T2,2021-10-11,0.79,27.6,42.7,43.8
F5,T2,2021-10-12,0.75,22.7,177.5,53.2
F5,T2,2021-10-13,0.54,34.7,46.0,28.6
F5,T2,2021-10-14,0.97,23.9,161.1,31.5
F5,T2,2021-10-15,0.94,31.6,103.9,48.2
F5,T2,2021-10-16,0.98,24.0,98.8,48.9
F5,T2,2021-10-17,0.69,34.2,8.1,36.1
F5,T2,2021-10-18,0.86,23.6,51.8,36.5
F5,T2,2021-10-19,0.94,25.9,67.0,46.9
F5,T2,2021-10-20,0.81,26.2,78.2,22.9
F5,T2,2021-10-21,0.81,23.4,85.8,29.4
F5,T2,2021-10-22,0.62,30.7,95.9,24.4
F5,T2,2021-10-23,0.52,19.5,97.5,44.7
F5,T2,2021-10-24,0.57,23.7,14.5,21.5
F5,T2,2021-10-25,0.93,28.2,156.2,27.3
F5,T2,2021-10-26,0.66,23.9,131.6,41.4
F5,T2,2021-10-27,0.78,18.1,95.0,53.0
F5,T2,2021-10-28,0.75,19.0,82.7,50.2
F5,T2,2021-10-29,0.57,26.6,193.1,35.2
F5,T2,2021-10-30,0.52,27.7,9.4,27.7
F5,T2,2021-10-31,0.52,18.4,171.0,49.4
F5,T2,2021-11-01,0.67,32.9,133.0,37.9
F5,T2,2021-11-02,0.53,29.6,75.1,32.1
F5,T2,2021-11-03,0.64,15.2,148.5,25.8
F5,T2,2021-11-04,0.76,15.3,125.6,34.8
F5,T2,2021-11-05,0.82,16.8,53.3,24.4
F5,T2,2021-11-06,0.82,17.2,123.4,25.4
F5,T2,2021-11-07,0.97,23.3,25.3,21.7
F5,T2,2021-11-08,0.66,32.8,28.8,51.6
F5,T2,2021-11-09,0.71,31.1,174.9,59.9
F5,T2,2021-11-10,0.53,30.9,13.9,32.6
F5,T2,2021-11-11,0.82,23.9,113.1,58.6
F5,T2,2021-11-12,0.91,22.3,120.0,21.9
F5,T2,2021-11-13,0.73,27.2,142.9,56.1
F5,T2,2021-11-14,0.64,33.0,132.3,23.1
F5,T2,2021-11-15,0.69,24.5,70.5,24.6
F5,T2,2021-11-16,0.78,17.6,183.0,54.6
F5,T2,2021-11-17,0.74,16.4,110.4,43.7
F5,T2,2021-11-18,0.94,16.4,138.4,42.5
F5,T2,2021-11-19,0.59,17.4,138.8,33.6
F5,T2,2021-11-20,1.0,32.9,113.1,45.7
F5,T2,2021-11-21,0.58,32.9,91.8,40.9
F5,T2,2021-11-22,0.94,15.1,98.9,45.1
F5,T2,2021-11-23,0.58,16.4,107.0,41.9
F5,T2,2021-11-24,0.67,32.6,60.2,40.7
F5,T2,2021-11-25,0.59,15.2,85.2,41.1
F5,T2,2021-11-26,0.88,24.0,55.7,44.2
F5,T2,2021-11-27,0.69,19.7,182.1,41.5
F5,T2,2021-11-28,0.6,28.4,160.6,50.3
F5,T2,2021-11-29,0.8,25.4,155.5,48.3
F5,T2,2021-11-30,0.79,28.2,33.7,20.8
F5,T2,2021-12-01,0.97,33.7,157.6,34.9
F5,T2,2021-12-02,0.58,22.1,145.2,33.4
F5,T2,2021-12-03,0.9,28.5,126.0,57.2
F5,T2,2021-12-04,0.95,29.2,39.8,57.6
F5,T2,2021-12-05,0.61,22.5,165.4,28.3
F5,T2,2021-12-06,0.82,24.2,124.8,58.3
F5,T2,2021-12-07,0.9,20.9,11.5,58.7
F5,T2,2021-12-08,0.79,18.5,125.4,21.7
F5,T2,2021-12-09,0.59,27.7,80.5,33.0
F5,T2,2021-12-10,0.83,32.3,135.7,38.5
F5,T2,2021-12-11,0.83,28.9,155.0,32.3
F5,T2,2021-12-12,0.56,28.6,24.2,38.5
F5,T2,2021-12-13,0.62,21.6,94.1,55.8
F5,T2,2021-12-14,0.84,18.4,175.9,40.0
F5,T2,2021-12-15,0.6,25.5,38.2,34.7
F5,T2,2021-12-16,0.9,28.2,95.6,29.1
F5,T2,2021-12-17,0.64,34.6,68.6,44.6
F5,T2,2021-12-18,0.75,15.5,188.9,23.5
F5,T2,2021-12-19,0.83,31.2,149.7,52.4
F5,T2,2021-12-20,0.87,23.9,179.3,56.5
F5,T2,2021-12-21,0.72,24.7,97.1,31.2
F5,T2,2021-12-22,0.56,20.2,168.8,41.7
F5,T2,2021-12-23,0.93,29.9,69.7,27.4
F5,T2,2021-12-24,0.78,33.7,167.9,50.6
F5,T2,2021-12-25,0.88,25.6,33.9,31.4
F5,T2,2021-12-26,0.79,21.3,156.3,34.9
F5,T2,2021-12-27,0.56,30.7,139.6,30.1
F5,T2,2021-12-28,0.99,23.1,136.1,56.4
F5,T2,2021-12-29,0.58,32.6,140.8,26.7
F5,T2,2021-12-30,0.83,32.5,159.8,50.4
F5,T2,2021-12-31,0.58,18.8,109.5,43.2
F5,T2,2022-01-01,0.97,24.4,60.5,27.6
F5,T2,2022-01-02,0.53,16.4,114.8,27.1
F5,T2,2022-01-03,0.93,26.9,173.0,37.1
F5,T2,2022-01-04,0.8,25.5,197.3,51.9
F5,T2,2022-01-05,0.8,27.1,49.8,49.4
F5,T2,2022-01-06,0.99,17.6,127.5,40.7
F5,T2,2022-01-07,0.93,15.0,27.3,21.5
F5,T2,2022-01-08,0.58,29.2,27.9,44.9
F5,T2,2022-01-09,0.93,15.7,5.4,59.6
F5,T2,2022-01-10,0.84,17.8,61.3,59.4
F5,T2,2022-01-11,0.61,30.1,48.2,35.9
F5,T2,2022-01-12,0.94,15.6,61.4,39.5
F5,T2,2022-01-13,0.81,15.6,82.1,33.8
F5,T2,2022-01-14,0.51,22.1,186.3,31.0
F5,T2,2022-01-15,0.79,21.0,21.3,31.6
F5,T2,2022-01-16,0.74,20.9,124.8,58.0
F5,T2,2022-01-17,0.53,29.3,0.3,20.0
F5,T2,2022-01-18,0.57,24.6,9.6,48.9
F5,T2,2022-01-19,0.51,24.9,135.2,29.5
F5,T2,2022-01-20,0.79,20.2,42.8,52.7
F5,T2,2022-01-21,0.67,31.3,43.4,34.2
F5,T2,2022-01-22,0.55,24.9,76.3,20.2
F5,T2,2022-01-23,0.73,16.5,167.4,39.7
F5,T2,2022-01-24,0.85,31.4,10.2,33.5
F5,T2,2022-01-25,0.51,16.0,7.6,39.1
F5,T2,2022-01-26,0.73,16.2,52.5,29.8
F5,T2,2022-01-27,0.65,27.8,139.4,33.6
F5,T2,2022-01-28,0.89,23.4,104.5,25.8
F5,T2,2022-01-29,0.62,29.6,195.4,48.2
F5,T2,2022-01-30,0.53,17.9,89.2,49.3
F5,T2,2022-01-31,0.58,30.0,111.2,51.0
F5,T2,2022-02-01,0.78,27.1,49.7,48.8
F5,T2,2022-02-02,0.92,32.4,5.9,45.0
F5,T2,2022-02-03,0.99,26.7,34.3,55.1
F5,T2,2022-02-04,0.63,15.9,86.1,24.0
F5,T2,2022-02-05,0.56,24.3,122.5,56.2
F5,T2,2022-02-06,0.85,31.9,82.4,32.7
F5,T2,2022-02-07,0.8,28.9,113.7,30.6
F5,T2,2022-02-08,0.68,24.0,2.8,55.2
F5,T2,2022-02-09,0.76,30.0,34.4,42.3
F5,T2,2022-02-10,0.96,19.3,69.2,35.5
F5,T2,2022-02-11,0.69,27.0,78.8,47.0
F5,T2,2022-02-12,0.74,18.2,189.7,29.6
F5,T2,2022-02-13,0.78,16.2,183.7,57.1
F5,T2,2022-02-14,0.68,17.4,154.0,30.5
F5,T2,2022-02-15,0.85,33.3,118.0,54.4
F5,T2,2022-02-16,0.61,33.2,45.3,29.0
F5,T2,2022-02-17,0.94,26.1,159.9,52.1
F5,T2,2022-02-18,0.82,18.8,138.4,22.5
F5,T2,2022-02-19,0.6,27.9,181.6,50.9
F5,T2,2022-02-20,0.67,31.5,193.3,33.3
F5,T2,2022-02-21,0.59,19.0,80.1,22.1
F5,T2,2022-02-22,0.74,29.6,106.1,58.8
F5,T2,2022-02-23,0.73,15.3,94.0,57.2
F5,T2,2022-02-24,0.55,19.5,143.1,31.8
F5,T2,2022-02-25,0.88,23.4,159.2,42.1
F5,T2,2022-02-26,0.54,22.7,66.6,52.4
F5,T2,2022-02-27,0.81,30.5,74.4,47.7
F5,T2,2022-02-28,0.53,15.7,57.5,50.9
F5,T2,2022-03-01,0.77,23.2,179.3,39.9
F5,T2,2022-03-02,0.81,34.7,104.5,51.3
F5,T2,2022-03-03,0.71,15.7,166.9,57.8
F5,T2,2022-03-04,0.72,25.1,84.8,59.9
F5,T2,2022-03-05,0.95,15.8,155.8,44.0
F5,T2,2022-03-06,0.51,23.9,29.9,54.9
F5,T2,2022-03-07,0.51,32.5,188.2,22.9
F5,T2,2022-03-08,0.86,26.0,190.9,51.9
F5,T2,2022-03-09,0.85,33.5,32.1,35.0
F5,T2,2022-03-10,0.92,17.0,187.1,49.8
F5,T2,2022-03-11,0.72,21.8,29.5,23.7
F5,T2,2022-03-12,0.71,31.9,106.4,38.0
F5,T2,2022-03-13,0.66,18.1,198.0,21.0
F5,T2,2022-03-14,0.66,30.4,104.1,32.6
F5,T2,2022-03-15,1.0,27.4,59.0,53.9
F5,T2,2022-03-16,0.58,24.3,167.9,59.3
F5,T2,2022-03-17,0.69,17.8,113.4,57.8
F5,T2,2022-03-18,0.83,27.0,61.9,44.3
F5,T2,2022-03-19,0.94,22.5,48.4,39.2
F5,T2,2022-03-20,0.69,24.4,19.1,33.4
F5,T2,2022-03-21,0.91,23.0,193.6,48.4
F5,T2,2022-03-22,0.68,20.0,137.1,32.1
F5,T2,2022-03-23,0.96,17.3,5.7,28.8
F5,T2,2022-03-24,0.8,31.7,34.0,43.4
F5,T2,2022-03-25,0.57,26.3,3.6,42.3
F5,T2,2022-03-26,0.76,15.9,137.9,42.9
F5,T2,2022-03-27,0.81,25.6,144.4,41.0
F5,T2,2022-03-28,0.96,33.9,145.3,56.5
F5,T2,2022-03-29,0.96,20.2,198.8,30.7
F5,T2,2022-03-30,0.51,34.2,44.7,43.4
F5,T2,2022-03-31,0.99,16.0,53.9,44.4
F5,T2,2022-04-01,0.88,31.1,176.8,26.7
F5,T2,2022-04-02,0.69,29.3,143.1,32.3
F5,T2,2022-04-03,0.65,21.4,178.4,56.4
F5,T2,2022-04-04,0.51,21.5,78.4,59.3
F5,T2,2022-04-05,0.97,27.6,9.2,27.6
F5,T2,2022-04-06,0.72,34.2,18.9,51.7
F5,T2,2022-04-07,0.6,25.2,153.4,47.7
F5,T2,2022-04-08,0.89,31.3,61.1,34.6
F5,T2,2022-04-09,0.91,15.8,102.9,56.8
F5,T2,2022-04-10,0.94,31.1,4.3,55.5
F5,T2,2022-04-11,0.96,28.3,59.8,39.6
F5,T2,2022-04-12,0.88,31.3,68.7,33.0
F5,T2,2022-04-13,0.87,28.7,102.6,36.8
F5,T2,2022-04-14,0.83,15.6,15.1,42.9
F5,T2,2022-04-15,0.61,30.5,154.5,48.4
F5,T2,2022-04-16,0.95,17.8,51.8,30.1
F5,T2,2022-04-17,0.89,25.4,50.5,25.5
F5,T2,2022-04-18,0.95,28.8,105.7,58.6
F5,T2,2022-04-19,0.92,18.6,101.6,39.4
F5,T2,2022-04-20,0.92,18.0,90.4,45.5
F5,T2,2022-04-21,0.97,33.0,106.8,44.3
F5,T2,2022-04-22,0.93,29.9,175.9,55.8
F5,T2,2022-04-23,0.92,15.2,62.2,36.1
F5,T2,2022-04-24,0.84,21.1,64.7,36.0
F5,T2,2022-04-25,0.98,23.7,28.1,20.3
F5,T2,2022-04-26,0.62,33.8,191.0,41.2
F5,T2,2022-04-27,0.82,30.9,11.2,35.0
F5,T2,2022-04-28,0.82,33.0,145.4,34.0
F5,T2,2022-04-29,0.95,28.3,166.0,35.4
F5,T2,2022-04-30,0.5,18.3,185.4,21.3
F5,T2,2022-05-01,0.8,23.2,85.9,36.0
F5,T2,2022-05-02,0.53,17.4,12.6,22.2
F5,T2,2022-05-03,0.54,28.9,22.8,30.5
F5,T2,2022-05-04,0.83,17.2,182.1,39.1
F5,T2,2022-05-05,0.98,18.9,6.1,43.6
F5,T2,2022-05-06,0.66,26.4,94.7,38.3
F5,T2,2022-05-07,0.93,18.8,99.9,36.6
F5,T2,2022-05-08,0.84,16.0,105.9,39.1
F5,T2,2022-05-09,0.99,30.1,31.0,40.4
F5,T2,2022-05-10,0.89,25.5,71.3,35.1
F5,T2,2022-05-11,0.68,15.4,146.1,44.4
F5,T2,2022-05-12,0.63,27.6,61.7,29.7
F5,T2,2022-05-13,0.87,31.2,125.1,51.4
F5,T2,2022-05-14,0.68,16.4,121.0,30.2
F5,T2,2022-05-15,0.89,22.2,134.1,42.1
F5,T2,2022-05-16,0.91,31.6,13.7,31.8
F5,T2,2022-05-17,0.94,23.1,103.0,27.3
F5,T2,2022-05-18,0.78,20.3,165.8,28.0
F5,T2,2022-05-19,0.68,16.9,117.6,57.7
F5,T2,2022-05-20,0.59,15.4,84.5,49.9
F5,T2,2022-05-21,0.99,16.0,157.2,34.7
F5,T2,2022-05-22,0.58,18.8,184.8,52.4
F5,T2,2022-05-23,0.66,33.8,21.1,32.9
F5,T2,2022-05-24,0.83,35.0,93.1,52.4
F5,T2,2022-05-25,0.96,15.2,57.8,24.0
F5,T2,2022-05-26,0.89,26.3,19.1,36.8
F5,T2,2022-05-27,0.76,29.0,155.9,23.5
F5,T2,2022-05-28,0.74,18.2,150.7,46.3
F5,T2,2022-05-29,0.86,16.5,102.1,53.6
F5,T2,2022-05-30,0.86,32.2,41.2,31.5
F5,T2,2022-05-31,0.72,25.5,50.4,35.2
F5,T2,2022-06-01,0.84,27.9,22.1,59.4
F5,T2,2022-06-02,0.78,24.7,193.4,25.6
F5,T2,2022-06-03,0.77,31.1,79.8,49.5
F5,T2,2022-06-04,0.95,20.2,48.3,34.4
F5,T2,2022-06-05,0.71,17.2,46.3,54.9
F5,T2,2022-06-06,0.78,20.4,188.7,51.0
F5,T2,2022-06-07,0.68,30.3,119.2,47.4
F5,T2,2022-06-08,0.66,19.2,50.7,23.3
F5,T2,2022-06-09,0.74,23.1,0.5,54.3
F5,T2,2022-06-10,0.84,23.9,193.4,57.6
F5,T2,2022-06-11,0.55,27.3,163.4,26.9
F5,T2,2022-06-12,0.56,20.2,55.9,58.6
F5,T2,2022-06-13,0.89,16.2,157.3,26.8
F5,T2,2022-06-14,0.68,21.4,54.5,32.4
F5,T2,2022-06-15,0.88,20.3,160.1,23.6
F5,T2,2022-06-16,0.8,32.3,15.9,45.4
F5,T2,2022-06-17,0.76,21.6,20.1,47.1
F5,T2,2022-06-18,0.65,21.8,143.5,57.8
F5,T2,2022-06-19,0.67,29.9,191.3,23.9
F5,T2,2022-06-20,0.76,15.2,165.0,31.5
F5,T2,2022-06-21,0.67,28.7,157.8,36.0
F5,T2,2022-06-22,0.83,34.1,177.4,48.1
F5,T2,2022-06-23,0.97,32.5,145.8,56.7
F5,T2,2022-06-24,0.91,25.0,100.5,20.4
F5,T2,2022-06-25,0.52,29.9,111.0,50.4
F5,T2,2022-06-26,0.97,24.1,17.7,45.1
F5,T2,2022-06-27,0.55,27.4,105.5,48.5
F5,T2,2022-06-28,0.68,17.9,47.2,47.3
F5,T2,2022-06-29,0.74,25.8,64.6,53.5
F5,T2,2022-06-30,1.0,21.2,143.7,26.8
F5,T2,2022-07-01,0.87,23.6,121.1,29.5
F5,T2,2022-07-02,0.93,18.5,185.7,22.4
F5,T2,2022-07-03,0.64,26.3,171.7,43.1
F5,T2,2022-07-04,0.61,32.2,119.2,29.3
F5,T2,2022-07-05,0.78,28.5,136.1,49.0
F5,T2,2022-07-06,0.95,31.5,121.5,21.3
F5,T2,2022-07-07,0.87,34.5,61.1,44.3
F5,T2,2022-07-08,0.88,27.8,184.5,38.9
F5,T2,2022-07-09,0.77,15.8,180.0,30.5
F5,T2,2022-07-10,0.99,19.0,50.7,39.4
F5,T2,2022-07-11,0.83,23.8,70.4,41.6
F5,T2,2022-07-12,0.98,34.2,65.6,47.2
F5,T2,2022-07-13,0.86,28.1,22.6,41.6
F5,T2,2022-07-14,0.88,19.0,69.6,28.2
F5,T2,2022-07-15,0.94,32.2,33.8,50.4
F5,T2,2022-07-16,0.68,28.7,98.7,38.9
F5,T2,2022-07-17,0.94,27.7,47.2,24.4
F5,T2,2022-07-18,0.97,18.1,146.8,39.8
F5,T2,2022-07-19,0.57,30.5,180.9,24.9
F5,T2,2022-07-20,0.53,32.0,100.2,47.0
F5,T2,2022-07-21,0.72,23.2,59.9,42.5
F5,T2,2022-07-22,0.58,29.3,109.9,53.9
F5,T2,2022-07-23,0.96,33.0,120.2,32.7
F5,T2,2022-07-24,0.68,28.1,142.4,26.5
F5,T2,2022-07-25,1.0,17.2,121.4,41.2
F5,T2,2022-07-26,0.8,25.7,11.6,59.8
F5,T2,2022-07-27,0.99,25.5,41.7,27.3
F5,T2,2022-07-28,0.53,27.2,95.6,36.7
F5,T2,2022-07-29,0.76,32.5,14.1,41.8
F5,T2,2022-07-30,0.85,34.4,147.9,41.9
F5,T2,2022-07-31,0.88,34.9,177.7,23.6
F5,T2,2022-08-01,0.79,30.7,134.4,36.7
F5,T2,2022-08-02,0.66,27.5,82.5,35.7
F5,T2,2022-08-03,0.92,21.3,129.0,54.9
F5,T2,2022-08-04,0.81,24.9,7.1,47.3
F5,T2,2022-08-05,1.0,31.2,126.9,38.8
F5,T2,2022-08-06,0.61,28.8,35.5,55.5
F5,T2,2022-08-07,0.68,23.0,43.2,39.3
F5,T2,2022-08-08,0.84,21.1,140.4,44.8
F5,T2,2022-08-09,0.69,21.3,172.3,20.5
F5,T2,2022-08-10,0.86,23.3,143.5,40.3
F5,T2,2022-08-11,0.54,34.6,17.2,26.3
F5,T2,2022-08-12,0.71,33.9,58.6,42.7
F5,T2,2022-08-13,0.76,21.6,139.3,40.1
F5,T2,2022-08-14,0.79,19.2,185.3,24.4
F5,T2,2022-08-15,0.85,32.7,16.8,21.2
F5,T2,2022-08-16,0.67,30.8,143.5,52.9
F5,T2,2022-08-17,0.7,34.9,73.2,52.2
F5,T2,2022-08-18,0.68,19.4,67.3,27.7
F5,T2,2022-08-19,0.56,22.3,29.4,40.1
F5,T2,2022-08-20,0.52,23.6,191.6,34.4
F5,T2,2022-08-21,0.57,21.1,158.3,32.5
F5,T2,2022-08-22,0.69,30.8,52.1,39.1
F5,T2,2022-08-23,0.53,18.5,41.9,38.5
F5,T2,2022-08-24,0.91,22.1,76.1,32.0
F5,T2,2022-08-25,0.66,23.1,179.9,21.0
F5,T2,2022-08-26,0.81,32.8,83.4,46.0
F5,T2,2022-08-27,0.79,21.8,27.5,28.8
F5,T2,2022-08-28,0.53,30.3,106.6,51.4
F5,T2,2022-08-29,0.65,31.1,61.8,24.9
F5,T2,2022-08-30,0.77,33.9,82.9,40.6
F5,T2,2022-08-31,0.73,24.1,42.9,36.9
F5,T2,2022-09-01,0.75,29.9,28.0,42.9
F5,T2,2022-09-02,0.83,22.7,109.8,48.4
F5,T2,2022-09-03,0.73,21.7,164.9,59.6
F5,T2,2022-09-04,0.61,32.8,109.1,37.9
F5,T2,2022-09-05,0.95,33.2,54.5,34.3
F5,T2,2022-09-06,0.93,24.8,57.6,58.5
F5,T2,2022-09-07,0.61,27.2,85.6,38.1
F5,T2,2022-09-08,0.55,20.1,33.4,50.0
F5,T2,2022-09-09,0.85,30.9,139.9,25.1
F5,T2,2022-09-10,0.99,18.8,70.1,48.3
F5,T2,2022-09-11,0.57,18.4,175.3,33.3
F5,T2,2022-09-12,0.83,32.2,194.6,28.4
F5,T2,2022-09-13,0.56,29.8,37.6,43.2
F5,T2,2022-09-14,0.77,26.2,130.0,54.0
F5,T2,2022-09-15,0.64,26.1,67.3,32.7
F5,T2,2022-09-16,0.51,27.0,194.5,50.5
F5,T2,2022-09-17,0.62,29.3,59.5,50.1
F5,T2,2022-09-18,0.93,21.7,0.4,32.2
F5,T2,2022-09-19,0.6,27.4,58.0,21.4
F5,T2,2022-09-20,0.77,32.5,90.3,35.1
F5,T2,2022-09-21,0.59,22.7,66.2,59.8
F5,T2,2022-09-22,0.52,19.8,13.7,54.3
F5,T2,2022-09-23,0.71,30.9,138.4,57.1
F5,T2,2022-09-24,0.51,19.1,140.4,43.4
F5,T2,2022-09-25,0.85,26.5,116.2,57.3
F5,T2,2022-09-26,0.96,15.8,82.7,40.4
F5,T2,2022-09-27,0.68,16.0,94.5,59.0
F5,T2,2022-09-28,0.54,31.3,39.1,43.1
F5,T2,2022-09-29,0.69,22.0,174.1,58.9
F5,T2,2022-09-30,0.69,27.8,111.3,23.1
F5,T2,2022-10-01,0.52,30.5,78.9,32.3
F5,T2,2022-10-02,0.99,16.7,53.8,54.3
F5,T2,2022-10-03,0.71,26.7,9.7,56.8
F5,T2,2022-10-04,0.57,19.3,31.4,39.9
F5,T2,2022-10-05,0.91,20.3,28.5,36.4
F5,T2,2022-10-06,0.99,15.2,100.8,46.8
F5,T2,2022-10-07,0.9,29.9,14.9,38.5
F5,T2,2022-10-08,0.54,27.4,15.4,21.9
F5,T2,2022-10-09,0.65,33.8,142.0,20.2
F5,T2,2022-10-10,0.64,15.3,58.9,47.4
F5,T2,2022-10-11,0.88,31.1,182.0,34.6
F5,T2,2022-10-12,0.93,29.6,107.6,58.2
F5,T2,2022-10-13,0.97,33.0,40.4,28.3
F5,T2,2022-10-14,0.95,23.0,159.5,47.5
F5,T2,2022-10-15,0.88,15.5,86.0,54.3
F5,T2,2022-10-16,0.74,28.8,151.2,24.8
F5,T2,2022-10-17,0.58,29.5,10.9,33.7
F5,T2,2022-10-18,0.96,26.5,182.1,32.4
F5,T2,2022-10-19,0.82,20.7,22.2,59.6
F5,T2,2022-10-20,0.59,18.8,168.4,52.1
F5,T2,2022-10-21,0.99,16.4,18.8,37.9
F5,T2,2022-10-22,0.8,15.8,31.7,48.1
F5,T2,2022-10-23,0.83,16.8,186.3,30.2
F5,T2,2022-10-24,0.94,33.5,98.0,36.5
F5,T2,2022-10-25,0.64,31.1,39.3,44.9
F5,T2,2022-10-26,0.78,20.0,196.6,53.9
F5,T2,2022-10-27,0.51,23.4,71.8,55.3
F5,T2,2022-10-28,0.63,35.0,40.0,29.8
F5,T2,2022-10-29,0.83,18.2,177.8,24.4
F5,T2,2022-10-30,0.99,32.5,167.9,36.3
F5,T2,2022-10-31,0.76,24.1,197.5,21.4
F5,T2,2022-11-01,0.69,34.4,73.9,35.9
F5,T2,2022-11-02,0.82,33.1,58.9,57.9
F5,T2,2022-11-03,0.64,31.3,55.2,22.9
F5,T2,2022-11-04,0.91,24.0,78.1,37.2
F5,T2,2022-11-05,0.81,20.3,47.5,39.3
F5,T2,2022-11-06,0.52,27.9,164.6,49.1
F5,T2,2022-11-07,0.73,26.3,5.2,56.5
F5,T2,2022-11-08,0.78,21.3,58.7,46.4
F5,T2,2022-11-09,0.79,18.8,82.0,47.0
F5,T2,2022-11-10,0.65,25.2,51.0,22.9
F5,T2,2022-11-11,0.69,29.6,42.8,50.2
F5,T2,2022-11-12,0.83,25.1,194.3,55.3
F5,T2,2022-11-13,0.78,26.2,55.6,56.8
F5,T2,2022-11-14,0.95,29.8,25.6,48.1
F5,T2,2022-11-15,0.63,18.8,151.8,58.4
F5,T2,2022-11-16,0.55,18.3,43.8,58.5
F5,T2,2022-11-17,0.85,28.6,101.0,41.5
F5,T2,2022-11-18,0.65,18.1,156.1,38.8
F5,T2,2022-11-19,0.63,27.7,41.9,39.6
F5,T2,2022-11-20,0.6,30.2,64.2,37.7
F5,T2,2022-11-21,0.88,28.2,79.9,22.8
F5,T2,2022-11-22,0.96,15.2,146.9,57.8
F5,T2,2022-11-23,0.65,16.5,49.9,32.5
F5,T2,2022-11-24,0.73,25.5,145.1,56.0
F5,T2,2022-11-25,0.73,29.9,25.4,33.2
F5,T2,2022-11-26,0.56,28.8,181.5,55.6
F5,T2,2022-11-27,0.66,19.7,54.8,31.5
F5,T2,2022-11-28,0.54,17.7,42.9,20.3
F5,T2,2022-11-29,0.52,29.0,123.9,57.8
F5,T2,2022-11-30,0.7,23.9,13.5,26.1
F5,T2,2022-12-01,0.85,19.7,154.7,48.2
F5,T2,2022-12-02,0.87,28.8,141.5,41.9
F5,T2,2022-12-03,0.84,25.5,41.2,28.7
F5,T2,2022-12-04,0.7,15.3,177.9,30.7
F5,T2,2022-12-05,0.53,23.5,163.1,35.9
F5,T2,2022-12-06,0.63,25.9,114.9,50.4
F5,T2,2022-12-07,0.9,29.1,0.9,20.1
F5,T2,2022-12-08,0.99,20.3,56.5,49.3
F5,T2,2022-12-09,0.79,24.3,23.3,23.3
F5,T2,2022-12-10,0.85,17.5,87.2,49.4
F5,T2,2022-12-11,0.96,32.5,172.8,34.3
F5,T2,2022-12-12,0.96,28.7,177.3,23.6
F5,T2,2022-12-13,0.52,23.6,165.6,36.3
F5,T2,2022-12-14,0.94,19.7,7.9,50.5
F5,T2,2022-12-15,0.81,23.8,169.1,53.0
F5,T2,2022-12-16,0.66,31.8,69.0,44.9
F5,T2,2022-12-17,0.6,20.3,89.6,32.6
F5,T2,2022-12-18,0.56,24.6,102.3,26.3
F5,T2,2022-12-19,0.59,15.6,6.1,34.3
F5,T2,2022-12-20,0.57,33.4,39.9,22.6
F5,T2,2022-12-21,0.7,18.8,12.4,50.1
F5,T2,2022-12-22,0.78,16.1,93.6,21.6
F5,T2,2022-12-23,0.68,22.3,164.6,49.4
F5,T2,2022-12-24,0.95,17.8,106.8,20.8
F5,T2,2022-12-25,0.91,22.3,13.9,33.0
F5,T2,2022-12-26,0.64,30.3,25.3,42.2
F5,T2,2022-12-27,0.9,29.8,187.2,20.0
F5,T2,2022-12-28,0.68,22.4,6.7,52.7
F5,T2,2022-12-29,0.84,25.6,81.0,55.8
F5,T2,2022-12-30,0.63,21.7,190.5,22.6
F5,T2,2022-12-31,0.89,29.4,180.4,23.6
F5,T2,2023-01-01,0.99,15.6,67.5,23.4
F5,T2,2023-01-02,0.53,34.3,143.9,40.2
F5,T2,2023-01-03,0.55,25.5,64.0,30.9
F5,T2,2023-01-04,0.81,30.8,88.7,39.7
F5,T2,2023-01-05,0.83,17.5,165.7,53.5
F5,T2,2023-01-06,0.77,18.8,100.2,24.2
F5,T2,2023-01-07,0.88,21.2,62.2,57.8
F5,T2,2023-01-08,0.71,30.8,127.4,32.6
F5,T2,2023-01-09,0.56,31.0,152.5,26.8
F5,T2,2023-01-10,0.62,30.3,196.7,53.7
F5,T2,2023-01-11,0.84,33.3,57.0,20.4
